IPT_1,IPT_2,IPT_3,IPT_4,IPT_5,IPT_6,IPT_7,IPT_8,IPT_9,IPT_10,IPT_11,IPT_12,IPT_13,IPT_14,IPT_15,IPT_16,IPT_17,IPT_18,IPT_19,IPT_20,IPT_21,IPT_22,IPT_23,IPT_24,IPT_25,IPT_26,IPT_27,IPT_28,IPT_29,IPT_30,DIR_1,DIR_2,DIR_3,DIR_4,DIR_5,DIR_6,DIR_7,DIR_8,DIR_9,DIR_10,DIR_11,DIR_12,DIR_13,DIR_14,DIR_15,DIR_16,DIR_17,DIR_18,DIR_19,DIR_20,DIR_21,DIR_22,DIR_23,DIR_24,DIR_25,DIR_26,DIR_27,DIR_28,DIR_29,DIR_30,SIZE_1,SIZE_2,SIZE_3,SIZE_4,SIZE_5,SIZE_6,SIZE_7,SIZE_8,SIZE_9,SIZE_10,SIZE_11,SIZE_12,SIZE_13,SIZE_14,SIZE_15,SIZE_16,SIZE_17,SIZE_18,SIZE_19,SIZE_20,SIZE_21,SIZE_22,SIZE_23,SIZE_24,SIZE_25,SIZE_26,SIZE_27,SIZE_28,SIZE_29,SIZE_30,label
0 ,10 ,21 ,959 ,1125 ,897 ,986 ,1026 ,1009 ,977 ,959 ,1027 ,993 ,11 ,994 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,108 ,39 ,60 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,2008 ,1980 ,2845 ,2002 ,2043 ,2 ,39 ,1929 ,1136 ,139 ,999 ,2017 ,2014 ,1986 ,1980 ,65 ,1961 ,1992 ,2000 ,2006 ,2041 ,1997 ,2065 ,1974 ,2042 ,1947 ,1996 ,2001 ,2037 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,254 ,254 ,254 ,254 ,254 ,254 ,189 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,Miner
0 ,42 ,1708 ,2816 ,2025 ,2036 ,1373 ,596 ,1146 ,165 ,933 ,2009 ,2049 ,1958 ,1145 ,41 ,869 ,35 ,1933 ,2012 ,2031 ,2017 ,1062 ,942 ,1995 ,2070 ,1984 ,2005 ,1004 ,42 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,265 ,68 ,283 ,283 ,283 ,283 ,89 ,283 ,283 ,283 ,283 ,283 ,283 ,283 ,265 ,68 ,283 ,283 ,283 ,283 ,283 ,283 ,89 ,283 ,283 ,283 ,283 ,283 ,265 ,68 ,Miner
0 ,35 ,4 ,78 ,2002 ,2030 ,1988 ,57 ,1938 ,1868 ,143 ,2015 ,2029 ,2018 ,1993 ,1803 ,0 ,19 ,243 ,2019 ,2004 ,1923 ,2033 ,1759 ,206 ,2045 ,1984 ,445 ,2037 ,2001 ,1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,143 ,39 ,81 ,254 ,254 ,254 ,254 ,254 ,254 ,81 ,254 ,254 ,254 ,254 ,254 ,81 ,162 ,39 ,254 ,254 ,254 ,254 ,254 ,81 ,254 ,254 ,254 ,254 ,254 ,254 ,Miner
0 ,594 ,634 ,2013 ,1989 ,2047 ,1173 ,80 ,985 ,485 ,19 ,1508 ,2036 ,1975 ,2001 ,109 ,1923 ,429 ,1573 ,2009 ,2034 ,2002 ,1987 ,395 ,19 ,1633 ,2007 ,2043 ,1962 ,1954 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,89 ,283 ,283 ,283 ,283 ,283 ,283 ,283 ,283 ,265 ,68 ,283 ,283 ,283 ,283 ,283 ,283 ,89 ,283 ,283 ,283 ,283 ,283 ,265 ,68 ,283 ,283 ,283 ,283 ,283 ,Miner
0 ,1 ,21 ,1714 ,1982 ,2024 ,1144 ,95 ,1006 ,2008 ,19 ,1976 ,2012 ,2001 ,34 ,1987 ,2004 ,0 ,6 ,13 ,1966 ,2019 ,2002 ,1994 ,2016 ,57 ,2035 ,2005 ,1916 ,2031 ,1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,60 ,147 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,254 ,254 ,254 ,254 ,60 ,147 ,254 ,39 ,254 ,254 ,254 ,254 ,60 ,254 ,254 ,254 ,254 ,254 ,Miner
0 ,9 ,8 ,851 ,990 ,2025 ,1981 ,2026 ,991 ,1119 ,921 ,1997 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,108 ,39 ,60 ,254 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,254 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,1377 ,2022 ,1137 ,138 ,946 ,2018 ,2014 ,349 ,750 ,42 ,0 ,845 ,2034 ,63 ,1907 ,2046 ,2001 ,313 ,1692 ,1383 ,42 ,562 ,2051 ,2066 ,1977 ,228 ,1812 ,1946 ,1996 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,116 ,283 ,283 ,283 ,283 ,283 ,283 ,283 ,116 ,480 ,68 ,68 ,283 ,283 ,283 ,283 ,283 ,283 ,116 ,283 ,277 ,68 ,283 ,283 ,283 ,283 ,116 ,283 ,283 ,283 ,Miner
0 ,22 ,1330 ,2004 ,1131 ,125 ,1004 ,2018 ,2003 ,363 ,22 ,1590 ,2042 ,58 ,1937 ,2011 ,2000 ,341 ,22 ,1628 ,2018 ,1994 ,2065 ,2019 ,255 ,21 ,1742 ,1960 ,1981 ,2016 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,164 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,164 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,164 ,39 ,254 ,254 ,254 ,254 ,254 ,164 ,39 ,254 ,254 ,254 ,254 ,Miner
0 ,87 ,21 ,864 ,1565 ,22 ,414 ,2019 ,2027 ,1982 ,73 ,1954 ,1990 ,2027 ,2011 ,2009 ,1026 ,21 ,934 ,2096 ,1973 ,2041 ,1911 ,2012 ,2001 ,2040 ,1994 ,461 ,2017 ,503 ,-1 ,1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,276 ,187 ,61 ,276 ,248 ,62 ,276 ,276 ,276 ,276 ,276 ,276 ,276 ,276 ,276 ,276 ,187 ,61 ,276 ,276 ,276 ,276 ,276 ,276 ,276 ,276 ,276 ,276 ,276 ,187 ,Miner
0 ,11 ,4 ,1653 ,980 ,2037 ,1975 ,2025 ,1315 ,652 ,2045 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,108 ,39 ,60 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,254 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,0 ,39 ,1718 ,51 ,1923 ,2003 ,2007 ,2036 ,225 ,1772 ,1992 ,2044 ,1114 ,40 ,852 ,2046 ,155 ,0 ,40 ,1768 ,2011 ,1948 ,2041 ,2030 ,174 ,260 ,1987 ,2017 ,1995 ,1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,74 ,161 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,74 ,254 ,254 ,254 ,235 ,39 ,254 ,254 ,74 ,161 ,39 ,254 ,254 ,254 ,254 ,254 ,74 ,254 ,254 ,254 ,254 ,Miner
0 ,14 ,0 ,10 ,11 ,4 ,71 ,2014 ,1989 ,1038 ,1995 ,1972 ,1959 ,11 ,80 ,1996 ,2000 ,1102 ,79 ,987 ,634 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,-1 ,1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,517 ,1380 ,1315 ,229 ,61 ,66 ,276 ,276 ,276 ,276 ,276 ,276 ,245 ,62 ,276 ,276 ,276 ,276 ,276 ,276 ,24 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,21 ,1534 ,2021 ,2019 ,1993 ,2031 ,2034 ,2005 ,2033 ,1960 ,1982 ,373 ,22 ,1597 ,2012 ,2011 ,463 ,2026 ,2017 ,2002 ,1972 ,2003 ,2041 ,1859 ,21 ,140 ,1965 ,121 ,1946 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,168 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,168 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,168 ,39 ,254 ,254 ,254 ,254 ,Miner
0 ,41 ,1105 ,2002 ,2031 ,2019 ,1983 ,825 ,1264 ,1985 ,2036 ,1916 ,2031 ,771 ,0 ,42 ,1216 ,2001 ,1948 ,496 ,2038 ,1982 ,281 ,1736 ,1972 ,1199 ,42 ,774 ,1997 ,2033 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,147 ,39 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,254 ,254 ,254 ,254 ,60 ,147 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,254 ,221 ,39 ,254 ,254 ,254 ,Miner
0 ,1741 ,1998 ,2018 ,2034 ,2017 ,194 ,0 ,19 ,1822 ,1915 ,2028 ,2013 ,2005 ,202 ,1791 ,444 ,2051 ,2001 ,1997 ,1725 ,0 ,20 ,252 ,1978 ,2002 ,2251 ,1812 ,27 ,1659 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,79 ,254 ,254 ,254 ,254 ,254 ,79 ,166 ,39 ,254 ,254 ,254 ,254 ,254 ,79 ,254 ,254 ,254 ,254 ,254 ,79 ,166 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,79 ,Miner
0 ,40 ,1830 ,2008 ,1982 ,1959 ,2018 ,2025 ,1957 ,2033 ,428 ,2068 ,1943 ,2259 ,1748 ,2252 ,1801 ,1708 ,40 ,246 ,1315 ,1982 ,2061 ,1999 ,964 ,1986 ,2045 ,2019 ,1993 ,2015 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,156 ,42 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,156 ,42 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,Miner
0 ,23 ,0 ,2 ,77 ,3 ,15 ,9576 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,-1 ,1 ,-1 ,1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,80 ,1460 ,113 ,82 ,70 ,90 ,84 ,1402 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,47 ,3 ,278 ,36 ,967 ,2004 ,2009 ,777 ,35 ,1965 ,1880 ,104 ,846 ,190 ,1931 ,1998 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,143 ,39 ,81 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,81 ,254 ,254 ,254 ,254 ,254 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,1911 ,2040 ,1995 ,459 ,2018 ,1592 ,1 ,21 ,363 ,2029 ,2002 ,1984 ,1999 ,1617 ,420 ,1982 ,52 ,2008 ,2015 ,2023 ,201 ,1315 ,0 ,22 ,722 ,2016 ,1993 ,1987 ,2003 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,60 ,254 ,254 ,254 ,254 ,254 ,60 ,147 ,39 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,60 ,147 ,39 ,254 ,254 ,254 ,254 ,254 ,Miner
0 ,10 ,5 ,3547 ,2030 ,2025 ,96 ,1981 ,306 ,1728 ,1968 ,2002 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,108 ,39 ,60 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,254 ,254 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,2037 ,2043 ,1956 ,2036 ,2015 ,1998 ,4 ,42 ,1919 ,2070 ,52 ,1972 ,1955 ,2072 ,233 ,1987 ,2051 ,2006 ,1969 ,2042 ,2054 ,1984 ,292 ,40 ,2020 ,1969 ,2000 ,2037 ,2038 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,193 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,Miner
0 ,12 ,2 ,1210 ,2016 ,2032 ,66 ,1990 ,2002 ,677 ,1365 ,1985 ,2000 ,1983 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,108 ,39 ,60 ,254 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,254 ,254 ,254 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,10 ,3 ,9987 ,88 ,1780 ,2057 ,90 ,2011 ,2015 ,1959 ,1 ,24 ,12 ,2005 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,1 ,-1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,108 ,39 ,60 ,60 ,254 ,254 ,254 ,254 ,254 ,254 ,60 ,141 ,254 ,39 ,254 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,10 ,4 ,1209 ,2041 ,1997 ,103 ,2028 ,2001 ,634 ,1368 ,2027 ,1958 ,1988 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,108 ,39 ,60 ,254 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,254 ,254 ,254 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,11 ,2 ,1198 ,2041 ,1999 ,101 ,1963 ,2067 ,625 ,1378 ,2028 ,1955 ,1988 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,108 ,39 ,60 ,254 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,254 ,254 ,254 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,2059 ,1976 ,1990 ,2021 ,74 ,2006 ,1974 ,2022 ,245 ,1988 ,1 ,56 ,1962 ,2014 ,1997 ,2040 ,2024 ,2032 ,257 ,81 ,1989 ,1978 ,2021 ,2000 ,2060 ,1690 ,69 ,1979 ,1013 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,190 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,Miner
0 ,10 ,3 ,1204 ,1991 ,2049 ,85 ,2022 ,1968 ,679 ,1375 ,2000 ,1999 ,2003 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,108 ,39 ,60 ,254 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,254 ,254 ,254 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,10 ,3 ,1219 ,2002 ,2058 ,19 ,2009 ,2031 ,661 ,1337 ,1991 ,2002 ,2015 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,108 ,39 ,60 ,254 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,254 ,254 ,254 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,10 ,2 ,1197 ,1988 ,2058 ,89 ,2012 ,2013 ,641 ,1342 ,2019 ,1995 ,1977 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,108 ,39 ,60 ,254 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,254 ,254 ,254 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,12 ,2 ,1211 ,2019 ,2031 ,64 ,1992 ,2002 ,677 ,1365 ,1984 ,2001 ,1984 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,108 ,39 ,60 ,254 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,254 ,254 ,254 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,19 ,1986 ,1993 ,2022 ,18 ,2030 ,1986 ,2035 ,229 ,2017 ,2008 ,2019 ,2009 ,1979 ,2078 ,2024 ,226 ,94 ,1977 ,2027 ,2001 ,2013 ,2013 ,1703 ,95 ,1963 ,1016 ,1063 ,1952 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,188 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,229 ,Miner
0 ,10 ,2 ,1428 ,1757 ,2081 ,70 ,2007 ,2012 ,642 ,1378 ,1972 ,2016 ,1985 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,108 ,39 ,60 ,254 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,254 ,254 ,254 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
