uint64 BYTES,uint64 BYTES_REV,time TIME_FIRST,time TIME_LAST,uint32 PACKETS,uint32 PACKETS_REV,uint16 DST_PORT,uint16 SRC_PORT,uint8 PROTOCOL,uint8 TCP_FLAGS,uint8 TCP_FLAGS_REV,string LABEL,int8* PPI_PKT_DIRECTIONS,uint8* PPI_PKT_FLAGS,uint16* PPI_PKT_LENGTHS,time* PPI_PKT_TIMES
13824,74287,2021-12-14T20:18:10.323016,2021-12-14T20:23:10.580814,246,248,5555,51305,6,24,24,Miner,[-1|1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[276|187|61|276|248|62|276|276|276|276|276|276|276|276|276|276|187|61|276|276|276|276|276|276|276|276|276|276|276|187],[2021-12-14T20:18:10.372000|2021-12-14T20:18:10.459000|2021-12-14T20:18:10.480000|2021-12-14T20:18:11.344000|2021-12-14T20:18:12.909000|2021-12-14T20:18:12.931000|2021-12-14T20:18:13.345000|2021-12-14T20:18:15.364000|2021-12-14T20:18:17.391000|2021-12-14T20:18:19.373000|2021-12-14T20:18:19.446000|2021-12-14T20:18:21.400000|2021-12-14T20:18:23.390000|2021-12-14T20:18:25.417000|2021-12-14T20:18:27.428000|2021-12-14T20:18:29.437000|2021-12-14T20:18:30.463000|2021-12-14T20:18:30.484000|2021-12-14T20:18:31.418000|2021-12-14T20:18:33.514000|2021-12-14T20:18:35.487000|2021-12-14T20:18:37.528000|2021-12-14T20:18:39.439000|2021-12-14T20:18:41.451000|2021-12-14T20:18:43.452000|2021-12-14T20:18:45.492000|2021-12-14T20:18:47.486000|2021-12-14T20:18:47.947000|2021-12-14T20:18:49.964000|2021-12-14T20:18:50.467000]
760,2309,2021-12-14T20:21:48.520116,2021-12-14T20:22:01.702691,13,12,4444,22523,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|60|254|254],[2021-12-14T20:21:48.524000|2021-12-14T20:21:48.535000|2021-12-14T20:21:48.539000|2021-12-14T20:21:50.192000|2021-12-14T20:21:51.172000|2021-12-14T20:21:53.209000|2021-12-14T20:21:55.184000|2021-12-14T20:21:57.209000|2021-12-14T20:21:58.524000|2021-12-14T20:21:59.176000|2021-12-14T20:22:01.221000]
20200,88156,2021-12-14T20:18:17.488739,2021-12-14T20:23:17.448493,348,360,4444,56822,6,24,24,Miner,[1|1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[74|161|39|254|254|254|254|254|254|74|254|254|254|235|39|254|254|74|161|39|254|254|254|254|254|74|254|254|254|254],[2021-12-14T20:18:17.677000|2021-12-14T20:18:17.677000|2021-12-14T20:18:17.716000|2021-12-14T20:18:19.434000|2021-12-14T20:18:19.485000|2021-12-14T20:18:21.408000|2021-12-14T20:18:23.411000|2021-12-14T20:18:25.418000|2021-12-14T20:18:27.454000|2021-12-14T20:18:27.679000|2021-12-14T20:18:29.451000|2021-12-14T20:18:31.443000|2021-12-14T20:18:33.487000|2021-12-14T20:18:34.601000|2021-12-14T20:18:34.641000|2021-12-14T20:18:35.493000|2021-12-14T20:18:37.539000|2021-12-14T20:18:37.694000|2021-12-14T20:18:37.694000|2021-12-14T20:18:37.734000|2021-12-14T20:18:39.502000|2021-12-14T20:18:41.513000|2021-12-14T20:18:43.461000|2021-12-14T20:18:45.502000|2021-12-14T20:18:47.532000|2021-12-14T20:18:47.706000|2021-12-14T20:18:47.966000|2021-12-14T20:18:49.953000|2021-12-14T20:18:51.970000|2021-12-14T20:18:53.965000]
1957,7086,2021-12-14T20:21:46.046311,2021-12-14T20:22:04.021773,22,23,5555,53214,6,31,27,Miner,[1|-1|-1|1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1],[24|16|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[517|1380|1315|229|61|66|276|276|276|276|276|276|245|62|276|276|276|276|276|276|24],[2021-12-14T20:21:46.052000|2021-12-14T20:21:46.066000|2021-12-14T20:21:46.066000|2021-12-14T20:21:46.076000|2021-12-14T20:21:46.087000|2021-12-14T20:21:46.091000|2021-12-14T20:21:46.162000|2021-12-14T20:21:48.176000|2021-12-14T20:21:50.165000|2021-12-14T20:21:51.203000|2021-12-14T20:21:53.198000|2021-12-14T20:21:55.170000|2021-12-14T20:21:57.129000|2021-12-14T20:21:57.140000|2021-12-14T20:21:57.220000|2021-12-14T20:21:59.216000|2021-12-14T20:22:01.216000|2021-12-14T20:22:02.318000|2021-12-14T20:22:02.397000|2021-12-14T20:22:03.384000|2021-12-14T20:22:04.018000]
15341,69391,2021-12-14T20:18:21.479803,2021-12-14T20:23:21.108750,269,257,4444,57473,6,24,24,Miner,[1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[168|39|254|254|254|254|254|254|254|254|254|254|168|39|254|254|254|254|254|254|254|254|254|254|168|39|254|254|254|254],[2021-12-14T20:18:21.817000|2021-12-14T20:18:21.838000|2021-12-14T20:18:23.372000|2021-12-14T20:18:25.393000|2021-12-14T20:18:27.412000|2021-12-14T20:18:29.405000|2021-12-14T20:18:31.436000|2021-12-14T20:18:33.470000|2021-12-14T20:18:35.475000|2021-12-14T20:18:37.508000|2021-12-14T20:18:39.468000|2021-12-14T20:18:41.450000|2021-12-14T20:18:41.823000|2021-12-14T20:18:41.845000|2021-12-14T20:18:43.442000|2021-12-14T20:18:45.454000|2021-12-14T20:18:47.465000|2021-12-14T20:18:47.928000|2021-12-14T20:18:49.954000|2021-12-14T20:18:51.971000|2021-12-14T20:18:53.973000|2021-12-14T20:18:55.945000|2021-12-14T20:18:57.948000|2021-12-14T20:18:59.989000|2021-12-14T20:19:01.848000|2021-12-14T20:19:01.869000|2021-12-14T20:19:02.009000|2021-12-14T20:19:03.974000|2021-12-14T20:19:04.095000|2021-12-14T20:19:06.041000]
17352,70984,2021-12-14T20:18:22.258216,2021-12-14T20:23:22.489981,295,299,4444,49420,6,24,24,Miner,[1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[147|39|254|254|254|254|254|60|254|254|254|254|254|60|147|39|254|254|254|254|254|254|60|254|254|221|39|254|254|254],[2021-12-14T20:18:22.258000|2021-12-14T20:18:22.299000|2021-12-14T20:18:23.404000|2021-12-14T20:18:25.406000|2021-12-14T20:18:27.437000|2021-12-14T20:18:29.456000|2021-12-14T20:18:31.439000|2021-12-14T20:18:32.264000|2021-12-14T20:18:33.528000|2021-12-14T20:18:35.513000|2021-12-14T20:18:37.549000|2021-12-14T20:18:39.465000|2021-12-14T20:18:41.496000|2021-12-14T20:18:42.267000|2021-12-14T20:18:42.267000|2021-12-14T20:18:42.309000|2021-12-14T20:18:43.525000|2021-12-14T20:18:45.526000|2021-12-14T20:18:47.474000|2021-12-14T20:18:47.970000|2021-12-14T20:18:50.008000|2021-12-14T20:18:51.990000|2021-12-14T20:18:52.271000|2021-12-14T20:18:54.007000|2021-12-14T20:18:55.979000|2021-12-14T20:18:57.178000|2021-12-14T20:18:57.220000|2021-12-14T20:18:57.994000|2021-12-14T20:18:59.991000|2021-12-14T20:19:02.024000]
16740,70469,2021-12-14T20:18:25.436098,2021-12-14T20:23:25.123476,285,291,4444,55876,6,24,24,Miner,[1|-1|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|-1|-1|1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[79|254|254|254|254|254|79|166|39|254|254|254|254|254|79|254|254|254|254|254|79|166|39|254|254|254|254|254|254|79],[2021-12-14T20:18:25.682000|2021-12-14T20:18:27.423000|2021-12-14T20:18:29.421000|2021-12-14T20:18:31.439000|2021-12-14T20:18:33.473000|2021-12-14T20:18:35.490000|2021-12-14T20:18:35.684000|2021-12-14T20:18:35.684000|2021-12-14T20:18:35.703000|2021-12-14T20:18:37.525000|2021-12-14T20:18:39.440000|2021-12-14T20:18:41.468000|2021-12-14T20:18:43.481000|2021-12-14T20:18:45.486000|2021-12-14T20:18:45.688000|2021-12-14T20:18:47.479000|2021-12-14T20:18:47.923000|2021-12-14T20:18:49.974000|2021-12-14T20:18:51.975000|2021-12-14T20:18:53.972000|2021-12-14T20:18:55.697000|2021-12-14T20:18:55.697000|2021-12-14T20:18:55.717000|2021-12-14T20:18:55.969000|2021-12-14T20:18:57.947000|2021-12-14T20:18:59.949000|2021-12-14T20:19:02.200000|2021-12-14T20:19:04.012000|2021-12-14T20:19:04.039000|2021-12-14T20:19:05.698000]
14000,85896,2021-12-14T20:18:31.528542,2021-12-14T20:23:31.309626,300,306,4444,63613,6,24,24,Miner,[1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[156|42|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|156|42|254|254|254|254|254|254|254|254|254|254|254],[2021-12-14T20:18:31.657000|2021-12-14T20:18:31.697000|2021-12-14T20:18:33.527000|2021-12-14T20:18:35.535000|2021-12-14T20:18:37.517000|2021-12-14T20:18:39.476000|2021-12-14T20:18:41.494000|2021-12-14T20:18:43.519000|2021-12-14T20:18:45.476000|2021-12-14T20:18:47.509000|2021-12-14T20:18:47.937000|2021-12-14T20:18:50.005000|2021-12-14T20:18:51.948000|2021-12-14T20:18:54.207000|2021-12-14T20:18:55.955000|2021-12-14T20:18:58.207000|2021-12-14T20:19:00.008000|2021-12-14T20:19:01.716000|2021-12-14T20:19:01.756000|2021-12-14T20:19:02.002000|2021-12-14T20:19:03.317000|2021-12-14T20:19:05.299000|2021-12-14T20:19:07.360000|2021-12-14T20:19:09.359000|2021-12-14T20:19:10.323000|2021-12-14T20:19:12.309000|2021-12-14T20:19:14.354000|2021-12-14T20:19:16.373000|2021-12-14T20:19:18.366000|2021-12-14T20:19:20.381000]
624,3501,2021-12-14T20:21:41.166470,2021-12-14T20:22:13.650729,9,9,3333,19447,6,30,26,Miner,[1|-1|-1|1|-1|1|-1|-1],[24|16|24|24|24|24|24|24],[80|1460|113|82|70|90|84|1402],[2021-12-14T20:21:41.175000|2021-12-14T20:21:41.198000|2021-12-14T20:21:41.198000|2021-12-14T20:21:41.200000|2021-12-14T20:21:41.277000|2021-12-14T20:21:41.280000|2021-12-14T20:21:41.295000|2021-12-14T20:21:50.871000]
993,4069,2021-12-14T20:22:02.026476,2021-12-14T20:22:21.989344,17,18,14444,59493,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[143|39|81|254|254|254|254|254|254|254|254|81|254|254|254|254|254],[2021-12-14T20:22:02.035000|2021-12-14T20:22:02.082000|2021-12-14T20:22:02.085000|2021-12-14T20:22:02.363000|2021-12-14T20:22:02.399000|2021-12-14T20:22:03.366000|2021-12-14T20:22:05.370000|2021-12-14T20:22:07.379000|2021-12-14T20:22:08.156000|2021-12-14T20:22:08.191000|2021-12-14T20:22:10.156000|2021-12-14T20:22:12.036000|2021-12-14T20:22:12.140000|2021-12-14T20:22:12.986000|2021-12-14T20:22:13.176000|2021-12-14T20:22:15.107000|2021-12-14T20:22:17.105000]
15847,71725,2021-12-14T20:18:41.491112,2021-12-14T20:23:41.319774,285,297,4444,52029,6,24,24,Miner,[1|-1|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[60|254|254|254|254|254|60|147|39|254|254|254|254|254|60|254|254|254|254|254|254|254|60|147|39|254|254|254|254|254],[2021-12-14T20:18:41.538000|2021-12-14T20:18:43.449000|2021-12-14T20:18:45.489000|2021-12-14T20:18:47.484000|2021-12-14T20:18:47.943000|2021-12-14T20:18:49.961000|2021-12-14T20:18:51.553000|2021-12-14T20:18:51.554000|2021-12-14T20:18:51.575000|2021-12-14T20:18:51.938000|2021-12-14T20:18:53.967000|2021-12-14T20:18:55.969000|2021-12-14T20:18:57.953000|2021-12-14T20:18:59.952000|2021-12-14T20:19:01.569000|2021-12-14T20:19:01.989000|2021-12-14T20:19:03.971000|2021-12-14T20:19:04.023000|2021-12-14T20:19:06.031000|2021-12-14T20:19:08.046000|2021-12-14T20:19:10.069000|2021-12-14T20:19:10.270000|2021-12-14T20:19:11.585000|2021-12-14T20:19:11.585000|2021-12-14T20:19:11.607000|2021-12-14T20:19:12.329000|2021-12-14T20:19:14.345000|2021-12-14T20:19:16.338000|2021-12-14T20:19:18.325000|2021-12-14T20:19:20.328000]
800,2603,2021-12-14T20:22:23.523024,2021-12-14T20:22:39.285540,14,13,4444,22525,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|60|254|254|254],[2021-12-14T20:22:23.526000|2021-12-14T20:22:23.536000|2021-12-14T20:22:23.541000|2021-12-14T20:22:27.088000|2021-12-14T20:22:29.118000|2021-12-14T20:22:31.143000|2021-12-14T20:22:31.239000|2021-12-14T20:22:33.220000|2021-12-14T20:22:33.526000|2021-12-14T20:22:35.254000|2021-12-14T20:22:37.222000|2021-12-14T20:22:39.224000]
11691,69702,2021-12-14T20:18:47.553477,2021-12-14T20:23:48.339430,239,246,4444,55489,6,24,24,Miner,[-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[254|254|254|254|254|254|254|193|39|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254],[2021-12-14T20:18:47.929000|2021-12-14T20:18:49.966000|2021-12-14T20:18:52.009000|2021-12-14T20:18:53.965000|2021-12-14T20:18:56.001000|2021-12-14T20:18:58.016000|2021-12-14T20:19:00.014000|2021-12-14T20:19:00.018000|2021-12-14T20:19:00.060000|2021-12-14T20:19:01.979000|2021-12-14T20:19:04.049000|2021-12-14T20:19:04.101000|2021-12-14T20:19:06.073000|2021-12-14T20:19:08.028000|2021-12-14T20:19:10.100000|2021-12-14T20:19:10.333000|2021-12-14T20:19:12.320000|2021-12-14T20:19:14.371000|2021-12-14T20:19:16.377000|2021-12-14T20:19:18.346000|2021-12-14T20:19:20.388000|2021-12-14T20:19:22.442000|2021-12-14T20:19:24.426000|2021-12-14T20:19:24.718000|2021-12-14T20:19:24.758000|2021-12-14T20:19:26.778000|2021-12-14T20:19:28.747000|2021-12-14T20:19:30.747000|2021-12-14T20:19:32.784000|2021-12-14T20:19:34.822000]
876,3187,2021-12-14T20:22:25.885174,2021-12-14T20:22:44.160258,16,15,4444,54100,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|254|60|254|254|254|254],[2021-12-14T20:22:25.887000|2021-12-14T20:22:25.899000|2021-12-14T20:22:25.901000|2021-12-14T20:22:27.111000|2021-12-14T20:22:29.127000|2021-12-14T20:22:31.159000|2021-12-14T20:22:31.225000|2021-12-14T20:22:33.215000|2021-12-14T20:22:35.217000|2021-12-14T20:22:35.894000|2021-12-14T20:22:37.259000|2021-12-14T20:22:39.244000|2021-12-14T20:22:41.244000|2021-12-14T20:22:43.227000]
1081,2762,2021-12-14T20:22:17.208545,2021-12-14T20:22:39.695018,16,16,4444,22524,6,30,26,Miner,[1|-1|1|1|-1|-1|-1|-1|-1|-1|1|1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|60|254|254|254|254|254|254|60|141|254|39|254],[2021-12-14T20:22:17.211000|2021-12-14T20:22:17.221000|2021-12-14T20:22:17.224000|2021-12-14T20:22:27.211000|2021-12-14T20:22:27.299000|2021-12-14T20:22:29.079000|2021-12-14T20:22:31.136000|2021-12-14T20:22:31.226000|2021-12-14T20:22:33.237000|2021-12-14T20:22:35.252000|2021-12-14T20:22:37.211000|2021-12-14T20:22:37.212000|2021-12-14T20:22:37.236000|2021-12-14T20:22:37.248000|2021-12-14T20:22:39.253000]
876,3187,2021-12-14T20:22:25.868908,2021-12-14T20:22:43.779003,16,15,4444,54092,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|254|60|254|254|254|254],[2021-12-14T20:22:25.871000|2021-12-14T20:22:25.881000|2021-12-14T20:22:25.885000|2021-12-14T20:22:27.094000|2021-12-14T20:22:29.135000|2021-12-14T20:22:31.132000|2021-12-14T20:22:31.235000|2021-12-14T20:22:33.263000|2021-12-14T20:22:35.264000|2021-12-14T20:22:35.898000|2021-12-14T20:22:37.266000|2021-12-14T20:22:39.293000|2021-12-14T20:22:41.251000|2021-12-14T20:22:43.239000]
876,3187,2021-12-14T20:22:25.884905,2021-12-14T20:22:44.149240,16,15,4444,54098,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|254|60|254|254|254|254],[2021-12-14T20:22:25.887000|2021-12-14T20:22:25.898000|2021-12-14T20:22:25.900000|2021-12-14T20:22:27.098000|2021-12-14T20:22:29.139000|2021-12-14T20:22:31.138000|2021-12-14T20:22:31.239000|2021-12-14T20:22:33.202000|2021-12-14T20:22:35.269000|2021-12-14T20:22:35.894000|2021-12-14T20:22:37.272000|2021-12-14T20:22:39.300000|2021-12-14T20:22:41.255000|2021-12-14T20:22:43.243000]
10851,69230,2021-12-14T20:18:54.054597,2021-12-14T20:23:54.363870,236,244,4444,63865,6,24,24,Miner,[-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[254|254|254|254|254|254|254|254|254|254|254|190|39|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254],[2021-12-14T20:18:55.956000|2021-12-14T20:18:58.015000|2021-12-14T20:18:59.991000|2021-12-14T20:19:01.981000|2021-12-14T20:19:04.002000|2021-12-14T20:19:04.076000|2021-12-14T20:19:06.082000|2021-12-14T20:19:08.056000|2021-12-14T20:19:10.078000|2021-12-14T20:19:10.323000|2021-12-14T20:19:12.311000|2021-12-14T20:19:12.312000|2021-12-14T20:19:12.368000|2021-12-14T20:19:14.330000|2021-12-14T20:19:16.344000|2021-12-14T20:19:18.341000|2021-12-14T20:19:20.381000|2021-12-14T20:19:22.405000|2021-12-14T20:19:24.437000|2021-12-14T20:19:24.694000|2021-12-14T20:19:24.775000|2021-12-14T20:19:26.764000|2021-12-14T20:19:28.742000|2021-12-14T20:19:30.763000|2021-12-14T20:19:32.763000|2021-12-14T20:19:34.823000|2021-12-14T20:19:36.513000|2021-12-14T20:19:36.582000|2021-12-14T20:19:38.561000|2021-12-14T20:19:39.574000]
836,3187,2021-12-14T20:22:25.884627,2021-12-14T20:22:44.088898,15,15,4444,54094,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|254|60|254|254|254|254],[2021-12-14T20:22:25.887000|2021-12-14T20:22:25.897000|2021-12-14T20:22:25.900000|2021-12-14T20:22:27.104000|2021-12-14T20:22:29.095000|2021-12-14T20:22:31.144000|2021-12-14T20:22:31.229000|2021-12-14T20:22:33.251000|2021-12-14T20:22:35.219000|2021-12-14T20:22:35.898000|2021-12-14T20:22:37.273000|2021-12-14T20:22:39.273000|2021-12-14T20:22:41.272000|2021-12-14T20:22:43.275000]
836,3187,2021-12-14T20:22:25.884601,2021-12-14T20:22:43.929991,15,15,4444,54093,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|254|60|254|254|254|254],[2021-12-14T20:22:25.886000|2021-12-14T20:22:25.896000|2021-12-14T20:22:25.899000|2021-12-14T20:22:27.118000|2021-12-14T20:22:29.120000|2021-12-14T20:22:31.178000|2021-12-14T20:22:31.197000|2021-12-14T20:22:33.206000|2021-12-14T20:22:35.237000|2021-12-14T20:22:35.898000|2021-12-14T20:22:37.235000|2021-12-14T20:22:39.226000|2021-12-14T20:22:41.228000|2021-12-14T20:22:43.243000]
836,3187,2021-12-14T20:22:25.884755,2021-12-14T20:22:44.115036,15,15,4444,54096,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|254|60|254|254|254|254],[2021-12-14T20:22:25.887000|2021-12-14T20:22:25.897000|2021-12-14T20:22:25.899000|2021-12-14T20:22:27.096000|2021-12-14T20:22:29.084000|2021-12-14T20:22:31.142000|2021-12-14T20:22:31.231000|2021-12-14T20:22:33.243000|2021-12-14T20:22:35.256000|2021-12-14T20:22:35.897000|2021-12-14T20:22:37.239000|2021-12-14T20:22:39.258000|2021-12-14T20:22:41.253000|2021-12-14T20:22:43.230000]
836,3187,2021-12-14T20:22:25.884623,2021-12-14T20:22:43.623747,15,15,4444,54095,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|254|60|254|254|254|254],[2021-12-14T20:22:25.887000|2021-12-14T20:22:25.899000|2021-12-14T20:22:25.901000|2021-12-14T20:22:27.112000|2021-12-14T20:22:29.131000|2021-12-14T20:22:31.162000|2021-12-14T20:22:31.226000|2021-12-14T20:22:33.218000|2021-12-14T20:22:35.220000|2021-12-14T20:22:35.897000|2021-12-14T20:22:37.262000|2021-12-14T20:22:39.246000|2021-12-14T20:22:41.247000|2021-12-14T20:22:43.231000]
10449,69572,2021-12-14T20:18:57.982230,2021-12-14T20:23:57.586657,232,241,4444,46176,6,24,24,Miner,[1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[188|39|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|229],[2021-12-14T20:18:57.982000|2021-12-14T20:18:58.001000|2021-12-14T20:18:59.987000|2021-12-14T20:19:01.980000|2021-12-14T20:19:04.002000|2021-12-14T20:19:04.020000|2021-12-14T20:19:06.050000|2021-12-14T20:19:08.036000|2021-12-14T20:19:10.071000|2021-12-14T20:19:10.300000|2021-12-14T20:19:12.317000|2021-12-14T20:19:14.325000|2021-12-14T20:19:16.344000|2021-12-14T20:19:18.353000|2021-12-14T20:19:20.332000|2021-12-14T20:19:22.410000|2021-12-14T20:19:24.434000|2021-12-14T20:19:24.660000|2021-12-14T20:19:24.754000|2021-12-14T20:19:26.731000|2021-12-14T20:19:28.758000|2021-12-14T20:19:30.759000|2021-12-14T20:19:32.772000|2021-12-14T20:19:34.785000|2021-12-14T20:19:36.488000|2021-12-14T20:19:36.583000|2021-12-14T20:19:38.546000|2021-12-14T20:19:39.562000|2021-12-14T20:19:40.625000|2021-12-14T20:19:42.577000]
876,3187,2021-12-14T20:22:25.884774,2021-12-14T20:22:44.157217,16,15,4444,54097,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|254|60|254|254|254|254],[2021-12-14T20:22:25.887000|2021-12-14T20:22:25.897000|2021-12-14T20:22:25.899000|2021-12-14T20:22:27.327000|2021-12-14T20:22:29.084000|2021-12-14T20:22:31.165000|2021-12-14T20:22:31.235000|2021-12-14T20:22:33.242000|2021-12-14T20:22:35.254000|2021-12-14T20:22:35.896000|2021-12-14T20:22:37.274000|2021-12-14T20:22:39.246000|2021-12-14T20:22:41.262000|2021-12-14T20:22:43.247000]
622,3605,2021-12-14T20:22:13.773439,2021-12-14T20:22:46.265178,9,10,3333,19452,6,30,26,Miner,[1|-1|-1|1|-1|1|-1|-1|-1],[24|16|24|24|24|24|24|16|24],[80|1460|112|82|70|88|83|1460|8],[2021-12-14T20:22:13.782000|2021-12-14T20:22:13.800000|2021-12-14T20:22:13.800000|2021-12-14T20:22:13.802000|2021-12-14T20:22:13.871000|2021-12-14T20:22:13.874000|2021-12-14T20:22:13.895000|2021-12-14T20:22:31.749000|2021-12-14T20:22:31.749000]
